"File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Public Use Microdata Area – 5%File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Qualifying Name","FIPS","Area (Land)","Area (Water)","Place (State FIPS + Place FIPS)","Urban Area Central Place","Voting District","ZIP Code Tabulation Area (3-digit)","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 1% File","Occupied Housing Units","Occupied Housing Units: No Vehicle Available","Occupied Housing Units: 1 Vehicle Available","Occupied Housing Units: 2 Vehicles Available","Occupied Housing Units: 3 Vehicles Available","Occupied Housing Units: 4 Vehicles Available","Occupied Housing Units: 5 or More Vehicles Available","Total","Total: Owner Occupied","Total: Owner Occupied: No Vehicle Available","Total: Owner Occupied: No Vehicle Available: Householder 15 To 34 Years","Total: Owner Occupied: No Vehicle Available: Householder 35 To 64 Years","Total: Owner Occupied: No Vehicle Available: Householder 65 Years And Over","Total:  1 Or More Vehicles Available","Total:  1 Or More Vehicles Available: Householder 15 To 34 Years","Total:  1 Or More Vehicles Available: Householder 35 To 64 Years","Total:  1 Or More Vehicles Available: Householder 65 Years And Over","Total: Renter Occupied","Total: Renter Occupied: No Vehicle Available","Total: Renter Occupied: No Vehicle Available: Householder 15 To 34 Years","Total: Renter Occupied: No Vehicle Available: Householder 35 To 64 Years","Total: Renter Occupied: No Vehicle Available: Householder 65 Years And Over","Total:  1 Or More Vehicles Available","Total:  1 Or More Vehicles Available: Householder 15 To 34 Years","Total:  1 Or More Vehicles Available: Householder 35 To 64 Years","Total:  1 Or More Vehicles Available: Householder 65 Years And Over","Std. Error: Total","Std. Error: Total: Owner Occupied","Std. Error: Total: Owner Occupied: No Vehicle Available","Std. Error: Total: Owner Occupied: No Vehicle Available: Householder 15 To 34 Years","Std. Error: Total: Owner Occupied: No Vehicle Available: Householder 35 To 64 Years","Std. Error: Total: Owner Occupied: No Vehicle Available: Householder 65 Years And Over","Std. Error: Total:  1 Or More Vehicles Available","Std. Error: Total:  1 Or More Vehicles Available: Householder 15 To 34 Years","Std. Error: Total:  1 Or More Vehicles Available: Householder 35 To 64 Years","Std. Error: Total:  1 Or More Vehicles Available: Householder 65 Years And Over","Std. Error: Total: Renter Occupied","Std. Error: Total: Renter Occupied: No Vehicle Available","Std. Error: Total: Renter Occupied: No Vehicle Available: Householder 15 To 34 Years","Std. Error: Total: Renter Occupied: No Vehicle Available: Householder 35 To 64 Years","Std. Error: Total: Renter Occupied: No Vehicle Available: Householder 65 Years And Over","Std. Error: Total:  1 Or More Vehicles Available","Std. Error: Total:  1 Or More Vehicles Available: Householder 15 To 34 Years","Std. Error: Total:  1 Or More Vehicles Available: Householder 35 To 64 Years","Std. Error: Total:  1 Or More Vehicles Available: Householder 65 Years And Over"
"ACSSF","ca","150","00","0019260",,,,,"06","037",,,"407602","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374076024","Block Group 4",,,"Block Group 4, Census Tract 4076.02, Los Angeles County, California","060374076024","168475","0",,,,,,,,180,0,17,66,75,15,7,180,159,0,0,0,0,159,0,99,60,21,0,0,0,0,21,0,16,5,31.51515,31.51515,7.878788,7.878788,7.878788,7.878788,31.51515,7.878788,26.66667,24.24242,12.72727,7.878788,7.878788,7.878788,7.878788,12.72727,7.878788,12.12121,4.242424
"ACSSF","ca","150","00","0019261",,,,,"06","037",,,"407701","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374077011","Block Group 1",,,"Block Group 1, Census Tract 4077.01, Los Angeles County, California","060374077011","557440","0",,,,,,,,451,37,196,145,59,0,14,451,42,0,0,0,0,42,0,11,31,409,37,0,19,18,372,78,189,105,53.33333,20.60606,7.878788,7.878788,7.878788,7.878788,20.60606,7.878788,10.30303,19.39394,50.90909,21.81818,7.878788,18.78788,10.90909,55.75758,36.9697,48.48485,37.57576
"ACSSF","ca","150","00","0019262",,,,,"06","037",,,"407701","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374077012","Block Group 2",,,"Block Group 2, Census Tract 4077.01, Los Angeles County, California","060374077012","348174","0",,,,,,,,250,13,59,78,35,65,0,250,215,13,0,13,0,202,28,112,62,35,0,0,0,0,35,8,27,0,44.24242,44.24242,12.12121,7.878788,12.12121,7.878788,43.0303,13.93939,35.75758,24.24242,16.36364,7.878788,7.878788,7.878788,7.878788,16.36364,7.272727,14.54545,7.878788
"ACSSF","ca","150","00","0019263",,,,,"06","037",,,"407701","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374077013","Block Group 3",,,"Block Group 3, Census Tract 4077.01, Los Angeles County, California","060374077013","236343","0",,,,,,,,359,15,102,68,94,52,28,359,138,0,0,0,0,138,0,112,26,221,15,15,0,0,206,2,204,0,45.45454,31.51515,7.878788,7.878788,7.878788,7.878788,31.51515,7.878788,33.33333,18.78788,41.81818,10.90909,10.90909,7.878788,7.878788,40.60606,4.242424,41.21212,7.878788
"ACSSF","ca","150","00","0019264",,,,,"06","037",,,"407702","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374077021","Block Group 1",,,"Block Group 1, Census Tract 4077.02, Los Angeles County, California","060374077021","699733","0",,,,,,,,456,0,56,152,10,107,131,456,341,0,0,0,0,341,108,194,39,115,0,0,0,0,115,31,51,33,109.697,104.8485,7.878788,7.878788,7.878788,7.878788,104.8485,95.15151,69.69697,20,33.93939,7.878788,7.878788,7.878788,7.878788,33.93939,18.18182,21.81818,25.45455
"ACSSF","ca","150","00","0019265",,,,,"06","037",,,"407702","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374077022","Block Group 2",,,"Block Group 2, Census Tract 4077.02, Los Angeles County, California","060374077022","509247","0",,,,,,,,506,0,157,148,156,19,26,506,385,0,0,0,0,385,29,264,92,121,0,0,0,0,121,29,61,31,69.09091,63.63636,7.878788,7.878788,7.878788,7.878788,63.63636,15.75758,56.9697,40.60606,41.81818,7.878788,7.878788,7.878788,7.878788,41.81818,21.81818,31.51515,14.54545
"ACSSF","ca","150","00","0019266",,,,,"06","037",,,"407702","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374077023","Block Group 3",,,"Block Group 3, Census Tract 4077.02, Los Angeles County, California","060374077023","262610","905",,,,,,,,180,19,39,17,46,15,44,180,164,19,0,0,19,145,0,98,47,16,0,0,0,0,16,0,16,0,38.18182,37.57576,16.9697,7.878788,7.878788,16.9697,36.36364,7.878788,30.90909,24.84848,13.33333,7.878788,7.878788,7.878788,7.878788,13.33333,7.878788,13.33333,7.878788
"ACSSF","ca","150","00","0019267",,,,,"06","037",,,"407702","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374077024","Block Group 4",,,"Block Group 4, Census Tract 4077.02, Los Angeles County, California","060374077024","529352","0",,,,,,,,620,30,160,154,185,84,7,620,445,30,0,23,7,415,0,224,191,175,0,0,0,0,175,89,86,0,103.0303,107.2727,23.0303,7.878788,21.81818,7.272727,104.8485,7.878788,80,75.15151,50.30303,7.878788,7.878788,7.878788,7.878788,50.30303,30.90909,44.24242,7.878788
"ACSSF","ca","150","00","0019268",,,,,"06","037",,,"407801","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374078011","Block Group 1",,,"Block Group 1, Census Tract 4078.01, Los Angeles County, California","060374078011","291841","0",,,,,,,,317,0,33,100,134,46,4,317,269,0,0,0,0,269,0,153,116,48,0,0,0,0,48,0,48,0,58.78788,56.9697,7.878788,7.878788,7.878788,7.878788,56.9697,7.878788,40.60606,56.9697,24.24242,7.878788,7.878788,7.878788,7.878788,24.24242,7.878788,24.24242,7.878788
"ACSSF","ca","150","00","0019269",,,,,"06","037",,,"407801","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374078012","Block Group 2",,,"Block Group 2, Census Tract 4078.01, Los Angeles County, California","060374078012","482103","0",,,,,,,,402,18,32,98,129,43,82,402,315,18,8,10,0,297,12,190,95,87,0,0,0,0,87,0,87,0,53.33333,55.75758,12.12121,7.878788,9.090909,7.878788,55.15152,8.484848,45.45454,38.78788,35.75758,7.878788,7.878788,7.878788,7.878788,35.75758,7.878788,35.75758,7.878788
"ACSSF","ca","150","00","0019270",,,,,"06","037",,,"407801","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374078013","Block Group 3",,,"Block Group 3, Census Tract 4078.01, Los Angeles County, California","060374078013","297653","0",,,,,,,,295,0,26,108,24,64,73,295,184,0,0,0,0,184,22,81,81,111,0,0,0,0,111,0,111,0,48.48485,36.36364,7.878788,7.878788,7.878788,7.878788,36.36364,15.75758,30.30303,29.69697,43.0303,7.878788,7.878788,7.878788,7.878788,43.0303,7.878788,43.0303,7.878788
"ACSSF","ca","150","00","0019271",,,,,"06","037",,,"407802","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374078021","Block Group 1",,,"Block Group 1, Census Tract 4078.02, Los Angeles County, California","060374078021","2401506","1706",,,,,,,,13,0,0,8,5,0,0,13,4,0,0,0,0,4,0,4,0,9,0,0,0,0,9,0,7,2,5.454545,3.636364,7.878788,7.878788,7.878788,7.878788,3.636364,7.878788,3.636364,7.878788,4.848485,7.878788,7.878788,7.878788,7.878788,4.848485,7.878788,3.636364,1.818182
"ACSSF","ca","150","00","0019272",,,,,"06","037",,,"407802","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374078022","Block Group 2",,,"Block Group 2, Census Tract 4078.02, Los Angeles County, California","060374078022","306214","0",,,,,,,,303,0,67,100,63,51,22,303,240,0,0,0,0,240,5,130,105,63,0,0,0,0,63,15,36,12,36.36364,29.69697,7.878788,7.878788,7.878788,7.878788,29.69697,4.242424,25.45455,22.42424,36.36364,7.878788,7.878788,7.878788,7.878788,36.36364,10.90909,32.72727,11.51515
"ACSSF","ca","150","00","0019273",,,,,"06","037",,,"407802","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374078023","Block Group 3",,,"Block Group 3, Census Tract 4078.02, Los Angeles County, California","060374078023","424013","0",,,,,,,,425,17,39,87,141,100,41,425,329,5,0,0,5,324,10,215,99,96,12,0,0,12,84,18,57,9,37.57576,45.45454,4.242424,7.878788,7.878788,4.242424,46.06061,6.060606,38.78788,29.09091,27.87879,11.51515,7.878788,7.878788,11.51515,26.66667,12.72727,25.45455,6.060606
"ACSSF","ca","150","00","0019274",,,,,"06","037",,,"407901","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374079011","Block Group 1",,,"Block Group 1, Census Tract 4079.01, Los Angeles County, California","060374079011","331400","0",,,,,,,,199,0,9,25,56,62,47,199,170,0,0,0,0,170,12,106,52,29,0,0,0,0,29,0,29,0,34.54546,33.93939,7.878788,7.878788,7.878788,7.878788,33.93939,9.69697,27.27273,23.0303,25.45455,7.878788,7.878788,7.878788,7.878788,25.45455,7.878788,25.45455,7.878788
"ACSSF","ca","150","00","0019275",,,,,"06","037",,,"407901","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374079012","Block Group 2",,,"Block Group 2, Census Tract 4079.01, Los Angeles County, California","060374079012","303309","0",,,,,,,,431,11,7,136,86,97,94,431,299,0,0,0,0,299,2,225,72,132,11,0,0,11,121,39,75,7,46.06061,58.18182,7.878788,7.878788,7.878788,7.878788,58.18182,4.848485,58.18182,24.84848,46.66667,10.30303,7.878788,7.878788,10.30303,45.45454,27.87879,37.57576,6.060606
"ACSSF","ca","150","00","0019276",,,,,"06","037",,,"407901","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374079013","Block Group 3",,,"Block Group 3, Census Tract 4079.01, Los Angeles County, California","060374079013","390596","0",,,,,,,,255,0,43,40,109,63,0,255,204,0,0,0,0,204,22,131,51,51,0,0,0,0,51,0,51,0,43.0303,46.06061,7.878788,7.878788,7.878788,7.878788,46.06061,20.60606,40.60606,18.78788,25.45455,7.878788,7.878788,7.878788,7.878788,25.45455,7.878788,25.45455,7.878788
"ACSSF","ca","150","00","0019277",,,,,"06","037",,,"407902","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374079021","Block Group 1",,,"Block Group 1, Census Tract 4079.02, Los Angeles County, California","060374079021","470452","304",,,,,,,,524,21,93,96,208,72,34,524,410,21,0,0,21,389,10,255,124,114,0,0,0,0,114,1,88,25,43.0303,51.51515,18.18182,7.878788,7.878788,18.18182,50.90909,7.878788,44.84848,25.45455,41.81818,7.878788,7.878788,7.878788,7.878788,41.81818,10.30303,32.72727,21.21212
"ACSSF","ca","150","00","0019278",,,,,"06","037",,,"408003","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374080031","Block Group 1",,,"Block Group 1, Census Tract 4080.03, Los Angeles County, California","060374080031","573271","0",,,,,,,,372,14,4,124,79,108,43,372,363,14,0,14,0,349,6,267,76,9,0,0,0,0,9,0,9,0,75.75758,75.75758,11.51515,7.878788,11.51515,7.878788,76.9697,5.454545,74.54546,28.48485,8.484848,7.878788,7.878788,7.878788,7.878788,8.484848,7.878788,8.484848,7.878788
"ACSSF","ca","150","00","0019279",,,,,"06","037",,,"408003","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374080032","Block Group 2",,,"Block Group 2, Census Tract 4080.03, Los Angeles County, California","060374080032","790006","1729",,,,,,,,823,8,165,434,92,65,59,823,579,8,0,0,8,571,81,268,222,244,0,0,0,0,244,62,155,27,67.87878,69.09091,7.878788,7.878788,7.878788,7.878788,70.90909,33.93939,62.42424,39.39394,63.63636,7.878788,7.878788,7.878788,7.878788,63.63636,35.75758,44.24242,18.78788
"ACSSF","ca","150","00","0019280",,,,,"06","037",,,"408004","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374080041","Block Group 1",,,"Block Group 1, Census Tract 4080.04, Los Angeles County, California","060374080041","621560","0",,,,,,,,835,27,202,418,121,23,44,835,429,25,0,0,25,404,38,233,133,406,2,0,0,2,404,149,212,43,47.27273,62.42424,14.54545,7.878788,7.878788,14.54545,62.42424,20.60606,52.72727,30.30303,47.87879,2.424242,7.878788,7.878788,2.424242,47.27273,32.72727,43.0303,18.78788
"ACSSF","ca","150","00","0019281",,,,,"06","037",,,"408005","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374080051","Block Group 1",,,"Block Group 1, Census Tract 4080.05, Los Angeles County, California","060374080051","1905455","4628",,,,,,,,570,0,65,294,63,78,70,570,441,0,0,0,0,441,20,295,126,129,0,0,0,0,129,8,121,0,63.0303,61.21212,7.878788,7.878788,7.878788,7.878788,61.21212,13.33333,53.93939,28.48485,53.93939,7.878788,7.878788,7.878788,7.878788,53.93939,7.272727,53.93939,7.878788
"ACSSF","ca","150","00","0019282",,,,,"06","037",,,"408005","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374080052","Block Group 2",,,"Block Group 2, Census Tract 4080.05, Los Angeles County, California","060374080052","898114","0",,,,,,,,561,6,112,209,145,38,51,561,390,0,0,0,0,390,49,219,122,171,6,6,0,0,165,0,160,5,103.6364,77.57576,7.878788,7.878788,7.878788,7.878788,77.57576,40,50.90909,35.15152,80.60606,6.666667,6.666667,7.878788,7.878788,80.60606,7.878788,80.60606,5.454545
"ACSSF","ca","150","00","0019283",,,,,"06","037",,,"408005","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374080053","Block Group 3",,,"Block Group 3, Census Tract 4080.05, Los Angeles County, California","060374080053","876445","0",,,,,,,,542,9,205,160,132,28,8,542,374,9,0,9,0,365,62,247,56,168,0,0,0,0,168,25,122,21,65.45454,41.81818,7.272727,7.878788,7.272727,7.878788,41.21212,30.30303,39.39394,22.42424,48.48485,7.878788,7.878788,7.878788,7.878788,48.48485,23.63636,43.0303,15.15152
"ACSSF","ca","150","00","0019284",,,,,"06","037",,,"408006","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374080061","Block Group 1",,,"Block Group 1, Census Tract 4080.06, Los Angeles County, California","060374080061","3323281","0",,,,,,,,1020,29,245,401,191,120,34,1020,490,0,0,0,0,490,44,354,92,530,29,0,29,0,501,172,255,74,70.90909,69.69697,7.878788,7.878788,7.878788,7.878788,69.69697,24.84848,70.90909,23.0303,53.33333,16.9697,7.878788,16.9697,7.878788,53.93939,49.09091,41.21212,36.9697
"ACSSF","ca","150","00","0019285",,,,,"06","037",,,"408133","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374081331","Block Group 1",,,"Block Group 1, Census Tract 4081.33, Los Angeles County, California","060374081331","333308","0",,,,,,,,327,11,55,98,85,56,22,327,211,11,0,0,11,200,12,131,57,116,0,0,0,0,116,23,93,0,60.60606,38.18182,7.878788,7.878788,7.878788,7.878788,38.78788,9.090909,39.39394,20,55.75758,7.878788,7.878788,7.878788,7.878788,55.75758,23.0303,51.51515,7.878788
"ACSSF","ca","150","00","0019286",,,,,"06","037",,,"408133","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374081332","Block Group 2",,,"Block Group 2, Census Tract 4081.33, Los Angeles County, California","060374081332","283199","0",,,,,,,,735,79,259,294,82,21,0,735,9,0,0,0,0,9,0,0,9,726,79,35,44,0,647,161,465,21,69.09091,8.484848,7.878788,7.878788,7.878788,7.878788,8.484848,7.878788,7.878788,8.484848,69.69697,33.33333,22.42424,27.87879,7.878788,80.60606,51.51515,67.87878,11.51515
"ACSSF","ca","150","00","0019287",,,,,"06","037",,,"408133","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374081333","Block Group 3",,,"Block Group 3, Census Tract 4081.33, Los Angeles County, California","060374081333","440334","0",,,,,,,,569,15,81,192,217,48,16,569,526,0,0,0,0,526,36,332,158,43,15,0,15,0,28,28,0,0,84.84849,83.0303,7.878788,7.878788,7.878788,7.878788,83.0303,18.78788,86.06061,26.66667,31.51515,13.33333,7.878788,13.33333,7.878788,27.87879,27.87879,7.878788,7.878788
"ACSSF","ca","150","00","0019288",,,,,"06","037",,,"408134","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374081341","Block Group 1",,,"Block Group 1, Census Tract 4081.34, Los Angeles County, California","060374081341","884018","0",,,,,,,,845,44,145,256,226,120,54,845,659,44,0,23,21,615,15,322,278,186,0,0,0,0,186,36,110,40,72.72727,81.21212,23.0303,7.878788,16.36364,15.75758,79.39394,10.90909,71.51515,46.66667,38.18182,7.878788,7.878788,7.878788,7.878788,38.18182,23.63636,33.33333,21.81818
"ACSSF","ca","150","00","0019289",,,,,"06","037",,,"408135","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374081351","Block Group 1",,,"Block Group 1, Census Tract 4081.35, Los Angeles County, California","060374081351","734869","0",,,,,,,,1009,81,166,372,251,99,40,1009,440,0,0,0,0,440,19,243,178,569,81,0,81,0,488,147,302,39,128.4848,73.93939,7.878788,7.878788,7.878788,7.878788,73.93939,11.51515,44.84848,59.39394,130.9091,52.12121,7.878788,52.12121,7.878788,122.4242,106.6667,67.87878,21.81818
"ACSSF","ca","150","00","0019290",,,,,"06","037",,,"408135","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374081352","Block Group 2",,,"Block Group 2, Census Tract 4081.35, Los Angeles County, California","060374081352","392832","0",,,,,,,,322,0,99,164,39,8,12,322,292,0,0,0,0,292,12,138,142,30,0,0,0,0,30,0,30,0,44.84848,46.66667,7.878788,7.878788,7.878788,7.878788,46.66667,10.30303,32.72727,41.21212,16.9697,7.878788,7.878788,7.878788,7.878788,16.9697,7.878788,16.9697,7.878788
"ACSSF","ca","150","00","0019291",,,,,"06","037",,,"408136","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374081361","Block Group 1",,,"Block Group 1, Census Tract 4081.36, Los Angeles County, California","060374081361","559771","0",,,,,,,,447,46,6,138,112,118,27,447,313,22,0,11,11,291,22,166,103,134,24,0,10,14,110,0,104,6,40,36.9697,14.54545,7.878788,10.30303,10.30303,35.15152,19.39394,33.33333,27.87879,40,15.75758,7.878788,9.090909,13.33333,36.36364,7.878788,37.57576,6.666667
"ACSSF","ca","150","00","0019292",,,,,"06","037",,,"408136","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374081362","Block Group 2",,,"Block Group 2, Census Tract 4081.36, Los Angeles County, California","060374081362","449266","0",,,,,,,,528,21,114,133,198,38,24,528,460,21,0,9,12,439,41,308,90,68,0,0,0,0,68,38,30,0,63.0303,55.75758,13.33333,7.878788,8.484848,10.90909,56.36364,31.51515,55.75758,28.48485,35.75758,7.878788,7.878788,7.878788,7.878788,35.75758,17.57576,29.69697,7.878788
"ACSSF","ca","150","00","0019293",,,,,"06","037",,,"408137","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374081371","Block Group 1",,,"Block Group 1, Census Tract 4081.37, Los Angeles County, California","060374081371","270675","0",,,,,,,,438,0,178,144,68,0,48,438,55,0,0,0,0,55,0,55,0,383,0,0,0,0,383,84,250,49,72.12122,21.21212,7.878788,7.878788,7.878788,7.878788,21.21212,7.878788,21.21212,7.878788,73.33334,7.878788,7.878788,7.878788,7.878788,73.33334,26.06061,63.0303,46.06061
"ACSSF","ca","150","00","0019294",,,,,"06","037",,,"408137","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374081372","Block Group 2",,,"Block Group 2, Census Tract 4081.37, Los Angeles County, California","060374081372","269607","0",,,,,,,,567,10,247,189,99,22,0,567,167,10,10,0,0,157,14,67,76,400,0,0,0,0,400,180,185,35,75.15151,62.42424,9.69697,9.69697,7.878788,7.878788,61.21212,14.54545,26.66667,53.93939,52.72727,7.878788,7.878788,7.878788,7.878788,52.72727,46.06061,46.66667,21.81818
"ACSSF","ca","150","00","0019295",,,,,"06","037",,,"408137","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374081373","Block Group 3",,,"Block Group 3, Census Tract 4081.37, Los Angeles County, California","060374081373","290494","0",,,,,,,,391,8,26,178,92,82,5,391,320,0,0,0,0,320,69,159,92,71,8,0,8,0,63,0,23,40,56.36364,57.57576,7.878788,7.878788,7.878788,7.878788,57.57576,41.81818,30.30303,26.06061,23.63636,7.878788,7.878788,7.878788,7.878788,22.42424,7.878788,16.36364,18.78788
"ACSSF","ca","150","00","0019296",,,,,"06","037",,,"408138","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374081381","Block Group 1",,,"Block Group 1, Census Tract 4081.38, Los Angeles County, California","060374081381","310877","0",,,,,,,,422,8,135,135,111,33,0,422,339,8,0,0,8,331,58,172,101,83,0,0,0,0,83,40,43,0,60,57.57576,7.272727,7.878788,7.878788,7.272727,58.78788,29.69697,47.27273,32.12121,36.36364,7.878788,7.878788,7.878788,7.878788,36.36364,25.45455,28.48485,7.878788
"ACSSF","ca","150","00","0019297",,,,,"06","037",,,"408138","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374081382","Block Group 2",,,"Block Group 2, Census Tract 4081.38, Los Angeles County, California","060374081382","335809","0",,,,,,,,461,0,31,180,175,42,33,461,284,0,0,0,0,284,0,156,128,177,0,0,0,0,177,97,72,8,60,53.93939,7.878788,7.878788,7.878788,7.878788,53.93939,7.878788,44.84848,40,60,7.878788,7.878788,7.878788,7.878788,60,44.24242,41.21212,7.272727
"ACSSF","ca","150","00","0019298",,,,,"06","037",,,"408138","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374081383","Block Group 3",,,"Block Group 3, Census Tract 4081.38, Los Angeles County, California","060374081383","248306","0",,,,,,,,349,0,44,150,85,10,60,349,272,0,0,0,0,272,0,167,105,77,0,0,0,0,77,0,77,0,106.0606,99.39394,7.878788,7.878788,7.878788,7.878788,99.39394,7.878788,85.45454,33.33333,38.78788,7.878788,7.878788,7.878788,7.878788,38.78788,7.878788,38.78788,7.878788
"ACSSF","ca","150","00","0019299",,,,,"06","037",,,"408139","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374081391","Block Group 1",,,"Block Group 1, Census Tract 4081.39, Los Angeles County, California","060374081391","313237","0",,,,,,,,364,7,34,104,80,99,40,364,256,0,0,0,0,256,48,127,81,108,7,0,7,0,101,37,51,13,50.30303,41.21212,7.878788,7.878788,7.878788,7.878788,41.21212,25.45455,30.90909,24.84848,40,6.060606,7.878788,6.060606,7.878788,40,18.78788,33.93939,9.69697
"ACSSF","ca","150","00","0019300",,,,,"06","037",,,"408139","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374081392","Block Group 2",,,"Block Group 2, Census Tract 4081.39, Los Angeles County, California","060374081392","471165","0",,,,,,,,496,18,98,100,81,125,74,496,412,18,0,18,0,394,49,208,137,84,0,0,0,0,84,18,66,0,50.30303,49.69697,12.72727,7.878788,12.72727,7.878788,48.48485,16.36364,35.75758,40.60606,23.0303,7.878788,7.878788,7.878788,7.878788,23.0303,10.90909,20.60606,7.878788
"ACSSF","ca","150","00","0019301",,,,,"06","037",,,"408140","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374081401","Block Group 1",,,"Block Group 1, Census Tract 4081.40, Los Angeles County, California","060374081401","709193","0",,,,,,,,606,22,74,183,189,74,64,606,423,11,0,6,5,412,34,303,75,183,11,11,0,0,172,32,140,0,70.30303,46.66667,6.666667,7.878788,4.848485,4.242424,47.87879,20,52.12121,29.09091,67.27273,10.90909,10.90909,7.878788,7.878788,67.27273,26.66667,63.0303,7.878788
"ACSSF","ca","150","00","0019302",,,,,"06","037",,,"408140","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374081402","Block Group 2",,,"Block Group 2, Census Tract 4081.40, Los Angeles County, California","060374081402","203616","0",,,,,,,,211,0,33,25,63,67,23,211,143,0,0,0,0,143,7,77,59,68,0,0,0,0,68,0,68,0,37.57576,30.90909,7.878788,7.878788,7.878788,7.878788,30.90909,7.272727,23.63636,24.84848,29.69697,7.878788,7.878788,7.878788,7.878788,29.69697,7.878788,29.69697,7.878788
"ACSSF","ca","150","00","0019303",,,,,"06","037",,,"408141","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374081411","Block Group 1",,,"Block Group 1, Census Tract 4081.41, Los Angeles County, California","060374081411","191308","0",,,,,,,,111,0,0,27,35,0,49,111,111,0,0,0,0,111,0,93,18,0,0,0,0,0,0,0,0,0,37.57576,37.57576,7.878788,7.878788,7.878788,7.878788,37.57576,7.878788,37.57576,11.51515,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788
