"File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Public Use Microdata Area – 5%File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Qualifying Name","FIPS","Area (Land)","Area (Water)","Place (State FIPS + Place FIPS)","Urban Area Central Place","Voting District","ZIP Code Tabulation Area (3-digit)","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 1% File","Occupied Housing Units","Occupied Housing Units: No Vehicle Available","Occupied Housing Units: 1 Vehicle Available","Occupied Housing Units: 2 Vehicles Available","Occupied Housing Units: 3 Vehicles Available","Occupied Housing Units: 4 Vehicles Available","Occupied Housing Units: 5 or More Vehicles Available","Total","Total: Owner Occupied","Total: Owner Occupied: No Vehicle Available","Total: Owner Occupied: No Vehicle Available: Householder 15 To 34 Years","Total: Owner Occupied: No Vehicle Available: Householder 35 To 64 Years","Total: Owner Occupied: No Vehicle Available: Householder 65 Years And Over","Total:  1 Or More Vehicles Available","Total:  1 Or More Vehicles Available: Householder 15 To 34 Years","Total:  1 Or More Vehicles Available: Householder 35 To 64 Years","Total:  1 Or More Vehicles Available: Householder 65 Years And Over","Total: Renter Occupied","Total: Renter Occupied: No Vehicle Available","Total: Renter Occupied: No Vehicle Available: Householder 15 To 34 Years","Total: Renter Occupied: No Vehicle Available: Householder 35 To 64 Years","Total: Renter Occupied: No Vehicle Available: Householder 65 Years And Over","Total:  1 Or More Vehicles Available","Total:  1 Or More Vehicles Available: Householder 15 To 34 Years","Total:  1 Or More Vehicles Available: Householder 35 To 64 Years","Total:  1 Or More Vehicles Available: Householder 65 Years And Over","Std. Error: Total","Std. Error: Total: Owner Occupied","Std. Error: Total: Owner Occupied: No Vehicle Available","Std. Error: Total: Owner Occupied: No Vehicle Available: Householder 15 To 34 Years","Std. Error: Total: Owner Occupied: No Vehicle Available: Householder 35 To 64 Years","Std. Error: Total: Owner Occupied: No Vehicle Available: Householder 65 Years And Over","Std. Error: Total:  1 Or More Vehicles Available","Std. Error: Total:  1 Or More Vehicles Available: Householder 15 To 34 Years","Std. Error: Total:  1 Or More Vehicles Available: Householder 35 To 64 Years","Std. Error: Total:  1 Or More Vehicles Available: Householder 65 Years And Over","Std. Error: Total: Renter Occupied","Std. Error: Total: Renter Occupied: No Vehicle Available","Std. Error: Total: Renter Occupied: No Vehicle Available: Householder 15 To 34 Years","Std. Error: Total: Renter Occupied: No Vehicle Available: Householder 35 To 64 Years","Std. Error: Total: Renter Occupied: No Vehicle Available: Householder 65 Years And Over","Std. Error: Total:  1 Or More Vehicles Available","Std. Error: Total:  1 Or More Vehicles Available: Householder 15 To 34 Years","Std. Error: Total:  1 Or More Vehicles Available: Householder 35 To 64 Years","Std. Error: Total:  1 Or More Vehicles Available: Householder 65 Years And Over"
"ACSSF","ca","150","00","0019304",,,,,"06","037",,,"408141","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374081412","Block Group 2",,,"Block Group 2, Census Tract 4081.41, Los Angeles County, California","060374081412","500429","0",,,,,,,,431,0,81,134,107,58,51,431,301,0,0,0,0,301,41,194,66,130,0,0,0,0,130,17,113,0,72.12122,78.18182,7.878788,7.878788,7.878788,7.878788,78.18182,22.42424,67.27273,36.9697,44.24242,7.878788,7.878788,7.878788,7.878788,44.24242,16.36364,45.45454,7.878788
"ACSSF","ca","150","00","0019305",,,,,"06","037",,,"408141","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374081413","Block Group 3",,,"Block Group 3, Census Tract 4081.41, Los Angeles County, California","060374081413","432147","0",,,,,,,,432,0,45,183,135,36,33,432,292,0,0,0,0,292,34,152,106,140,0,0,0,0,140,43,93,4,55.75758,46.66667,7.878788,7.878788,7.878788,7.878788,46.66667,26.66667,43.0303,33.93939,50.30303,7.878788,7.878788,7.878788,7.878788,50.30303,30.30303,49.09091,3.636364
"ACSSF","ca","150","00","0019306",,,,,"06","037",,,"408212","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374082121","Block Group 1",,,"Block Group 1, Census Tract 4082.12, Los Angeles County, California","060374082121","997532","0",,,,,,,,723,4,130,261,235,93,0,723,582,4,0,4,0,578,23,320,235,141,0,0,0,0,141,22,75,44,87.27273,80.60606,5.454545,7.878788,5.454545,7.878788,79.39394,17.57576,56.36364,64.84849,46.06061,7.878788,7.878788,7.878788,7.878788,46.06061,21.81818,26.66667,31.51515
"ACSSF","ca","150","00","0019307",,,,,"06","037",,,"408212","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374082122","Block Group 2",,,"Block Group 2, Census Tract 4082.12, Los Angeles County, California","060374082122","1817689","35899",,,,,,,,669,60,214,206,127,54,8,669,528,18,0,0,18,510,74,248,188,141,42,19,0,23,99,0,47,52,103.6364,110.303,18.18182,7.878788,7.878788,18.18182,109.0909,24.84848,57.57576,83.63636,35.15152,26.66667,15.75758,7.878788,21.21212,37.57576,7.878788,28.48485,26.66667
"ACSSF","ca","150","00","0019308",,,,,"06","037",,,"408213","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374082131","Block Group 1",,,"Block Group 1, Census Tract 4082.13, Los Angeles County, California","060374082131","766993","0",,,,,,,,552,19,157,212,110,30,24,552,433,0,0,0,0,433,70,176,187,119,19,0,8,11,100,20,51,29,81.81818,86.06061,7.878788,7.878788,7.878788,7.878788,86.06061,36.9697,36.36364,72.72727,35.75758,12.12121,7.878788,8.484848,10.30303,33.93939,19.39394,23.0303,20.60606
"ACSSF","ca","150","00","0019309",,,,,"06","037",,,"408213","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374082132","Block Group 2",,,"Block Group 2, Census Tract 4082.13, Los Angeles County, California","060374082132","451617","0",,,,,,,,925,38,163,489,156,52,27,925,266,10,0,0,10,256,13,181,62,659,28,0,7,21,631,188,400,43,91.51515,58.78788,10.90909,7.878788,7.878788,10.90909,57.57576,13.33333,55.15152,24.24242,81.21212,21.81818,7.878788,7.272727,20.60606,78.78788,60.60606,70.90909,22.42424
"ACSSF","ca","150","00","0019310",,,,,"06","037",,,"408213","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374082133","Block Group 3",,,"Block Group 3, Census Tract 4082.13, Los Angeles County, California","060374082133","329506","0",,,,,,,,263,9,61,97,69,17,10,263,216,9,0,9,0,207,8,138,61,47,0,0,0,0,47,47,0,0,46.66667,46.06061,8.484848,7.878788,8.484848,7.878788,45.45454,7.878788,39.39394,23.0303,22.42424,7.878788,7.878788,7.878788,7.878788,22.42424,22.42424,7.878788,7.878788
"ACSSF","ca","150","00","0019311",,,,,"06","037",,,"408301","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374083011","Block Group 1",,,"Block Group 1, Census Tract 4083.01, Los Angeles County, California","060374083011","500046","93793",,,,,,,,200,0,24,43,109,24,0,200,200,0,0,0,0,200,19,63,118,0,0,0,0,0,0,0,0,0,67.27273,67.27273,7.878788,7.878788,7.878788,7.878788,67.27273,11.51515,29.09091,73.93939,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788
"ACSSF","ca","150","00","0019312",,,,,"06","037",,,"408301","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374083012","Block Group 2",,,"Block Group 2, Census Tract 4083.01, Los Angeles County, California","060374083012","921008","0",,,,,,,,609,33,64,170,167,136,39,609,359,33,0,11,22,326,24,253,49,250,0,0,0,0,250,56,190,4,73.93939,56.9697,24.24242,7.878788,10.90909,21.21212,57.57576,13.33333,58.78788,20,58.18182,7.878788,7.878788,7.878788,7.878788,58.18182,32.12121,60.60606,4.242424
"ACSSF","ca","150","00","0019313",,,,,"06","037",,,"408301","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374083013","Block Group 3",,,"Block Group 3, Census Tract 4083.01, Los Angeles County, California","060374083013","578914","0",,,,,,,,463,31,20,210,16,127,59,463,344,8,0,8,0,336,0,265,71,119,23,0,23,0,96,0,96,0,86.06061,81.81818,7.878788,7.878788,7.878788,7.878788,84.24242,7.878788,84.24242,33.93939,37.57576,21.21212,7.878788,21.21212,7.878788,32.72727,7.878788,32.72727,7.878788
"ACSSF","ca","150","00","0019314",,,,,"06","037",,,"408301","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374083014","Block Group 4",,,"Block Group 4, Census Tract 4083.01, Los Angeles County, California","060374083014","623822","0",,,,,,,,235,8,50,93,32,24,28,235,108,4,0,0,4,104,19,64,21,127,4,0,0,4,123,11,97,15,55.75758,30.30303,4.848485,7.878788,7.878788,4.848485,29.09091,16.36364,26.06061,12.72727,46.66667,4.848485,7.878788,7.878788,4.848485,46.06061,10.90909,44.84848,13.33333
"ACSSF","ca","150","00","0019315",,,,,"06","037",,,"408302","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374083021","Block Group 1",,,"Block Group 1, Census Tract 4083.02, Los Angeles County, California","060374083021","2956151","440678",,,,,,,,1032,13,113,464,321,53,68,1032,784,13,13,0,0,771,20,537,214,248,0,0,0,0,248,54,186,8,61.21212,49.09091,12.72727,12.72727,7.878788,7.878788,47.27273,19.39394,63.63636,46.66667,66.66666,7.878788,7.878788,7.878788,7.878788,66.66666,32.12121,63.63636,7.272727
"ACSSF","ca","150","00","0019316",,,,,"06","037",,,"408303","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374083031","Block Group 1",,,"Block Group 1, Census Tract 4083.03, Los Angeles County, California","060374083031","1037345","60787",,,,,,,,869,0,250,311,102,147,59,869,731,0,0,0,0,731,36,380,315,138,0,0,0,0,138,19,119,0,78.18182,84.24242,7.878788,7.878788,7.878788,7.878788,84.24242,18.78788,78.78788,54.54546,43.0303,7.878788,7.878788,7.878788,7.878788,43.0303,13.33333,41.81818,7.878788
"ACSSF","ca","150","00","0019317",,,,,"06","037",,,"408303","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374083032","Block Group 2",,,"Block Group 2, Census Tract 4083.03, Los Angeles County, California","060374083032","805279","22476",,,,,,,,389,9,60,71,81,81,87,389,366,9,0,0,9,357,0,284,73,23,0,0,0,0,23,0,23,0,74.54546,73.93939,8.484848,7.878788,7.878788,8.484848,76.36364,7.878788,72.12122,32.72727,13.93939,7.878788,7.878788,7.878788,7.878788,13.93939,7.878788,13.93939,7.878788
"ACSSF","ca","150","00","0019318",,,,,"06","037",,,"408401","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374084011","Block Group 1",,,"Block Group 1, Census Tract 4084.01, Los Angeles County, California","060374084011","626365","0",,,,,,,,744,40,195,291,95,82,41,744,470,11,0,0,11,459,30,242,187,274,29,0,29,0,245,33,81,131,100.6061,93.33334,9.69697,7.878788,7.878788,9.69697,93.93939,25.45455,46.66667,86.06061,53.33333,22.42424,7.878788,22.42424,7.878788,50.90909,26.06061,32.72727,39.39394
"ACSSF","ca","150","00","0019319",,,,,"06","037",,,"408401","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374084012","Block Group 2",,,"Block Group 2, Census Tract 4084.01, Los Angeles County, California","060374084012","532442","0",,,,,,,,497,0,34,136,203,76,48,497,353,0,0,0,0,353,28,217,108,144,0,0,0,0,144,18,95,31,53.93939,57.57576,7.878788,7.878788,7.878788,7.878788,57.57576,19.39394,55.75758,30.30303,47.87879,7.878788,7.878788,7.878788,7.878788,47.87879,14.54545,32.72727,26.06061
"ACSSF","ca","150","00","0019320",,,,,"06","037",,,"408402","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374084021","Block Group 1",,,"Block Group 1, Census Tract 4084.02, Los Angeles County, California","060374084021","628833","0",,,,,,,,410,7,72,109,62,160,0,410,393,7,0,7,0,386,0,240,146,17,0,0,0,0,17,0,17,0,115.7576,116.3636,7.878788,7.878788,7.878788,7.878788,116.3636,7.878788,113.3333,24.84848,12.12121,7.878788,7.878788,7.878788,7.878788,12.12121,7.878788,12.12121,7.878788
"ACSSF","ca","150","00","0019321",,,,,"06","037",,,"408402","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374084022","Block Group 2",,,"Block Group 2, Census Tract 4084.02, Los Angeles County, California","060374084022","1753082","388",,,,,,,,625,18,53,204,127,96,127,625,572,18,0,9,9,554,16,341,197,53,0,0,0,0,53,0,6,47,96.36364,96.36364,12.12121,7.878788,8.484848,7.878788,98.18182,12.72727,81.21212,60.60606,35.15152,7.878788,7.878788,7.878788,7.878788,35.15152,7.878788,6.060606,34.54546
"ACSSF","ca","150","00","0019322",,,,,"06","037",,,"408402","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374084023","Block Group 3",,,"Block Group 3, Census Tract 4084.02, Los Angeles County, California","060374084023","9186188","1680",,,,,,,,898,20,133,401,202,73,69,898,759,0,0,0,0,759,46,445,268,139,20,0,20,0,119,0,119,0,79.39394,62.42424,7.878788,7.878788,7.878788,7.878788,62.42424,21.21212,61.21212,38.18182,56.9697,15.15152,7.878788,15.15152,7.878788,55.75758,7.878788,55.75758,7.878788
"ACSSF","ca","150","00","0019323",,,,,"06","037",,,"408503","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374085031","Block Group 1",,,"Block Group 1, Census Tract 4085.03, Los Angeles County, California","060374085031","700265","0",,,,,,,,489,6,45,140,86,150,62,489,469,6,0,6,0,463,9,300,154,20,0,0,0,0,20,0,20,0,98.18182,98.78788,5.454545,7.878788,5.454545,7.878788,98.78788,8.484848,64.84849,75.75758,15.75758,7.878788,7.878788,7.878788,7.878788,15.75758,7.878788,15.75758,7.878788
"ACSSF","ca","150","00","0019324",,,,,"06","037",,,"408503","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374085032","Block Group 2",,,"Block Group 2, Census Tract 4085.03, Los Angeles County, California","060374085032","528242","0",,,,,,,,218,6,24,47,56,85,0,218,210,6,0,0,6,204,13,120,71,8,0,0,0,0,8,0,6,2,50.90909,49.09091,6.060606,7.878788,7.878788,6.060606,49.69697,12.12121,49.69697,19.39394,9.090909,7.878788,7.878788,7.878788,7.878788,9.090909,7.878788,6.666667,5.454545
"ACSSF","ca","150","00","0019325",,,,,"06","037",,,"408503","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374085033","Block Group 3",,,"Block Group 3, Census Tract 4085.03, Los Angeles County, California","060374085033","2207029","1764",,,,,,,,721,4,73,262,276,60,46,721,624,4,0,0,4,620,11,375,234,97,0,0,0,0,97,45,35,17,96.36364,92.72727,4.242424,7.878788,7.878788,4.242424,92.72727,7.878788,87.87878,45.45454,46.06061,7.878788,7.878788,7.878788,7.878788,46.06061,39.39394,21.81818,12.12121
"ACSSF","ca","150","00","0019326",,,,,"06","037",,,"408503","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374085034","Block Group 4",,,"Block Group 4, Census Tract 4085.03, Los Angeles County, California","060374085034","766026","0",,,,,,,,548,0,28,236,70,209,5,548,482,0,0,0,0,482,8,336,138,66,0,0,0,0,66,0,66,0,104.2424,98.18182,7.878788,7.878788,7.878788,7.878788,98.18182,6.666667,97.57576,29.09091,46.06061,7.878788,7.878788,7.878788,7.878788,46.06061,7.878788,46.06061,7.878788
"ACSSF","ca","150","00","0019327",,,,,"06","037",,,"408504","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374085041","Block Group 1",,,"Block Group 1, Census Tract 4085.04, Los Angeles County, California","060374085041","465634","0",,,,,,,,375,29,27,83,112,74,50,375,230,0,0,0,0,230,52,159,19,145,29,0,0,29,116,19,84,13,63.63636,55.15152,7.878788,7.878788,7.878788,7.878788,55.15152,36.9697,39.39394,12.12121,44.24242,20,7.878788,7.878788,20,40,14.54545,35.75758,12.72727
"ACSSF","ca","150","00","0019328",,,,,"06","037",,,"408504","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374085042","Block Group 2",,,"Block Group 2, Census Tract 4085.04, Los Angeles County, California","060374085042","623298","0",,,,,,,,754,9,278,229,127,63,48,754,423,9,0,9,0,414,32,226,156,331,0,0,0,0,331,137,194,0,71.51515,53.93939,8.484848,7.878788,8.484848,7.878788,51.51515,16.9697,45.45454,38.78788,57.57576,7.878788,7.878788,7.878788,7.878788,57.57576,36.36364,46.66667,7.878788
"ACSSF","ca","150","00","0019329",,,,,"06","037",,,"408504","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374085043","Block Group 3",,,"Block Group 3, Census Tract 4085.04, Los Angeles County, California","060374085043","328961","0",,,,,,,,315,17,44,115,49,51,39,315,177,0,0,0,0,177,9,161,7,138,17,0,17,0,121,25,92,4,56.9697,49.09091,7.878788,7.878788,7.878788,7.878788,49.09091,9.090909,47.87879,7.272727,47.27273,16.36364,7.878788,16.36364,7.878788,44.24242,13.93939,41.21212,4.848485
"ACSSF","ca","150","00","0019330",,,,,"06","037",,,"408505","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374085051","Block Group 1",,,"Block Group 1, Census Tract 4085.05, Los Angeles County, California","060374085051","1228268","0",,,,,,,,327,15,51,86,67,67,41,327,278,15,0,0,15,263,0,174,89,49,0,0,0,0,49,3,33,13,31.51515,30.90909,10.30303,7.878788,7.878788,10.30303,30.90909,7.878788,30.30303,21.21212,19.39394,7.878788,7.878788,7.878788,7.878788,19.39394,3.030303,18.18182,7.878788
"ACSSF","ca","150","00","0019331",,,,,"06","037",,,"408505","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374085052","Block Group 2",,,"Block Group 2, Census Tract 4085.05, Los Angeles County, California","060374085052","762019","0",,,,,,,,386,8,73,165,80,33,27,386,274,8,3,0,5,266,6,102,158,112,0,0,0,0,112,8,100,4,33.33333,32.72727,6.666667,3.030303,7.878788,5.454545,32.72727,4.848485,23.0303,30.30303,27.27273,7.878788,7.878788,7.878788,7.878788,27.27273,7.272727,26.66667,3.636364
"ACSSF","ca","150","00","0019332",,,,,"06","037",,,"408623","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374086231","Block Group 1",,,"Block Group 1, Census Tract 4086.23, Los Angeles County, California","060374086231","960231","0",,,,,,,,974,29,170,470,211,58,36,974,670,16,0,0,16,654,55,263,336,304,13,0,3,10,291,52,212,27,70.90909,76.36364,7.878788,7.878788,7.878788,7.878788,76.9697,36.36364,40,56.9697,43.0303,9.69697,7.878788,3.030303,9.69697,43.0303,21.21212,43.0303,13.93939
"ACSSF","ca","150","00","0019333",,,,,"06","037",,,"408624","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374086241","Block Group 1",,,"Block Group 1, Census Tract 4086.24, Los Angeles County, California","060374086241","912794","0",,,,,,,,582,45,63,231,170,73,0,582,500,45,17,12,16,455,53,264,138,82,0,0,0,0,82,0,55,27,50.90909,54.54546,23.0303,16.36364,10.90909,11.51515,55.15152,27.27273,44.24242,32.72727,29.09091,7.878788,7.878788,7.878788,7.878788,29.09091,7.878788,24.24242,16.36364
"ACSSF","ca","150","00","0019334",,,,,"06","037",,,"408624","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374086242","Block Group 2",,,"Block Group 2, Census Tract 4086.24, Los Angeles County, California","060374086242","466394","0",,,,,,,,434,0,57,127,214,17,19,434,418,0,0,0,0,418,26,140,252,16,0,0,0,0,16,0,16,0,69.69697,69.69697,7.878788,7.878788,7.878788,7.878788,69.69697,15.75758,45.45454,70.30303,14.54545,7.878788,7.878788,7.878788,7.878788,14.54545,7.878788,14.54545,7.878788
"ACSSF","ca","150","00","0019335",,,,,"06","037",,,"408625","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374086251","Block Group 1",,,"Block Group 1, Census Tract 4086.25, Los Angeles County, California","060374086251","625085","0",,,,,,,,333,9,27,116,135,27,19,333,299,9,0,0,9,290,10,108,172,34,0,0,0,0,34,0,34,0,59.39394,58.18182,9.090909,7.878788,7.878788,9.090909,57.57576,10.30303,29.69697,53.93939,18.18182,7.878788,7.878788,7.878788,7.878788,18.18182,7.878788,18.18182,7.878788
"ACSSF","ca","150","00","0019336",,,,,"06","037",,,"408625","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374086252","Block Group 2",,,"Block Group 2, Census Tract 4086.25, Los Angeles County, California","060374086252","718006","0",,,,,,,,374,0,80,135,149,10,0,374,265,0,0,0,0,265,7,201,57,109,0,0,0,0,109,28,52,29,47.87879,46.06061,7.878788,7.878788,7.878788,7.878788,46.06061,6.666667,46.66667,21.21212,46.66667,7.878788,7.878788,7.878788,7.878788,46.66667,24.24242,28.48485,26.66667
"ACSSF","ca","150","00","0019337",,,,,"06","037",,,"408625","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374086253","Block Group 3",,,"Block Group 3, Census Tract 4086.25, Los Angeles County, California","060374086253","805642","0",,,,,,,,510,21,102,175,151,61,0,510,421,0,0,0,0,421,6,294,121,89,21,0,0,21,68,0,36,32,50.90909,49.69697,7.878788,7.878788,7.878788,7.878788,49.69697,6.060606,45.45454,34.54546,30.30303,19.39394,7.878788,7.878788,19.39394,27.27273,7.878788,20.60606,23.63636
"ACSSF","ca","150","00","0019338",,,,,"06","037",,,"408626","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374086261","Block Group 1",,,"Block Group 1, Census Tract 4086.26, Los Angeles County, California","060374086261","314046","0",,,,,,,,524,17,122,321,52,6,6,524,409,9,0,0,9,400,10,337,53,115,8,0,8,0,107,28,79,0,92.12122,92.12122,7.878788,7.878788,7.878788,7.878788,91.51515,9.69697,95.15151,20.60606,33.93939,7.272727,7.878788,7.272727,7.878788,35.15152,26.66667,23.63636,7.878788
"ACSSF","ca","150","00","0019339",,,,,"06","037",,,"408626","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374086262","Block Group 2",,,"Block Group 2, Census Tract 4086.26, Los Angeles County, California","060374086262","385972","0",,,,,,,,404,25,102,130,87,44,16,404,186,0,0,0,0,186,16,64,106,218,25,25,0,0,193,110,73,10,74.54546,52.12121,7.878788,7.878788,7.878788,7.878788,52.12121,10.30303,27.27273,46.06061,55.15152,23.63636,23.63636,7.878788,7.878788,56.9697,48.48485,35.75758,10.30303
"ACSSF","ca","150","00","0019340",,,,,"06","037",,,"408626","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374086263","Block Group 3",,,"Block Group 3, Census Tract 4086.26, Los Angeles County, California","060374086263","1796741","0",,,,,,,,450,26,53,189,115,33,34,450,398,18,0,9,9,380,12,174,194,52,8,0,0,8,44,13,25,6,44.84848,49.09091,11.51515,7.878788,7.878788,8.484848,47.87879,11.51515,44.84848,37.57576,19.39394,7.878788,7.878788,7.878788,7.878788,17.57576,9.090909,18.78788,8.484848
"ACSSF","ca","150","00","0019341",,,,,"06","037",,,"408627","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374086271","Block Group 1",,,"Block Group 1, Census Tract 4086.27, Los Angeles County, California","060374086271","2649460","0",,,,,,,,576,15,97,186,146,79,53,576,506,15,0,15,0,491,6,205,280,70,0,0,0,0,70,0,50,20,47.27273,49.09091,10.90909,7.878788,10.90909,7.878788,46.06061,4.848485,33.93939,36.36364,27.87879,7.878788,7.878788,7.878788,7.878788,27.87879,7.878788,22.42424,18.18182
"ACSSF","ca","150","00","0019342",,,,,"06","037",,,"408627","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374086272","Block Group 2",,,"Block Group 2, Census Tract 4086.27, Los Angeles County, California","060374086272","476039","0",,,,,,,,283,10,29,53,141,47,3,283,254,10,0,10,0,244,15,173,56,29,0,0,0,0,29,0,19,10,35.75758,38.18182,8.484848,7.878788,8.484848,7.878788,38.18182,8.484848,33.93939,16.36364,14.54545,7.878788,7.878788,7.878788,7.878788,14.54545,7.878788,13.33333,6.666667
"ACSSF","ca","150","00","0019343",,,,,"06","037",,,"408628","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374086281","Block Group 1",,,"Block Group 1, Census Tract 4086.28, Los Angeles County, California","060374086281","1386446","0",,,,,,,,508,0,79,230,118,48,33,508,494,0,0,0,0,494,14,279,201,14,0,0,0,0,14,0,14,0,55.15152,53.93939,7.878788,7.878788,7.878788,7.878788,53.93939,13.93939,48.48485,32.12121,12.12121,7.878788,7.878788,7.878788,7.878788,12.12121,7.878788,12.12121,7.878788
"ACSSF","ca","150","00","0019344",,,,,"06","037",,,"408628","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374086282","Block Group 2",,,"Block Group 2, Census Tract 4086.28, Los Angeles County, California","060374086282","675087","0",,,,,,,,535,9,144,212,102,41,27,535,486,9,0,9,0,477,0,270,207,49,0,0,0,0,49,0,26,23,63.63636,64.24242,7.878788,7.878788,7.878788,7.878788,63.0303,7.878788,58.18182,48.48485,25.45455,7.878788,7.878788,7.878788,7.878788,25.45455,7.878788,20,13.93939
"ACSSF","ca","150","00","0019345",,,,,"06","037",,,"408628","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374086283","Block Group 3",,,"Block Group 3, Census Tract 4086.28, Los Angeles County, California","060374086283","297844","0",,,,,,,,788,109,340,230,83,0,26,788,266,41,0,21,20,225,17,147,61,522,68,0,0,68,454,154,239,61,92.12122,47.27273,18.78788,7.878788,12.72727,13.93939,44.24242,13.33333,34.54546,30.90909,96.9697,32.12121,7.878788,7.878788,32.12121,95.75758,63.0303,73.93939,29.09091
"ACSSF","ca","150","00","0019346",,,,,"06","037",,,"408629","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374086291","Block Group 1",,,"Block Group 1, Census Tract 4086.29, Los Angeles County, California","060374086291","1007089","0",,,,,,,,378,22,79,138,105,23,11,378,341,17,0,0,17,324,26,134,164,37,5,0,0,5,32,6,22,4,29.69697,30.90909,13.93939,7.878788,7.878788,13.93939,32.12121,10.90909,27.87879,30.30303,10.30303,4.848485,7.878788,7.878788,4.848485,9.69697,4.848485,8.484848,4.242424
"ACSSF","ca","150","00","0019347",,,,,"06","037",,,"408629","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060374086292","Block Group 2",,,"Block Group 2, Census Tract 4086.29, Los Angeles County, California","060374086292","765691","0",,,,,,,,521,8,68,223,75,103,44,521,443,8,0,8,0,435,49,270,116,78,0,0,0,0,78,43,32,3,37.57576,41.81818,7.272727,7.878788,7.272727,7.878788,40.60606,19.39394,30.90909,26.06061,29.69697,7.878788,7.878788,7.878788,7.878788,29.69697,23.63636,15.15152,3.030303
